Station	AirQuality	Longitude	Latitude	O3Hour	O3Quality	O3Value	NO2Hour	NO2Quality	NO2Value	PM10Hour	PM10Quality	PM10Value	Generated	Date Time
Barcelo - Ciutadella	Good	2.1874	41.3864	20h	Good	17	20h	Good	55				6/11/2018 21:00	1541534702
Barcelo - Vall Hebron	Good	2.148	41.4261	20h	Good	50	20h	Good	22	20h	Good	9	6/11/2018 21:00	1541534702
Barcelo - Palau Reial	Good	2.1151	41.3875	20h	Good	33	20h	Good	26	20h	Good	12	6/11/2018 21:00	1541534702
Barcelo - Poblenou	Good	2.2045	41.4039				20h	Good	52	20h	Good	9	6/11/2018 21:00	1541534702
Barcelo - Observ Fabra	Good	2.1239	41.4183	20h	Good	64	20h	Good	7	20h	Good	7	6/11/2018 21:00	1541534702
Barcelo - Sants	Good	2.1331	41.3788				21h	Good	52				6/11/2018 22:00	1541538303
Barcelo - Eixample	Good	2.1538	41.3853	21h	Good	6	21h	Good	70	21h	Good	12	6/11/2018 22:00	1541538303
Barcelo - Gr??cia	--	2.1534	41.3987	19h	--		19h	--					6/11/2018 22:00	1541538303
Barcelo - Ciutadella	Good	2.1874	41.3864	21h	Good	4	21h	Good	70				6/11/2018 22:00	1541538303
Barcelo - Vall Hebron	Good	2.148	41.4261	21h	Good	48	21h	Good	25	21h	Good	8	6/11/2018 22:00	1541538303
Barcelo - Palau Reial	Good	2.1151	41.3875	21h	Good	31	21h	Good	31	21h	Good	12	6/11/2018 22:00	1541538303
Barcelo - Poblenou	Good	2.2045	41.4039				21h	Good	56	21h	Good	9	6/11/2018 22:00	1541538303
Barcelo - Observ Fabra	Good	2.1239	41.4183	21h	Good	62	21h	Good	11	21h	Good	6	6/11/2018 22:00	1541538303
Barcelo - Sants	Good	2.1331	41.3788				21h	Good	52				6/11/2018 23:00	1541541903
Barcelo - Eixample	Good	2.1538	41.3853	22h	Good	6	22h	Good	66	22h	Good	12	6/11/2018 23:00	1541541903
Barcelo - Gr??cia	--	2.1534	41.3987	20h	--		20h	--					6/11/2018 23:00	1541541903
Barcelo - Ciutadella	Good	2.1874	41.3864	22h	Good	8	22h	Good	64				6/11/2018 23:00	1541541903
Barcelo - Vall Hebron	Good	2.148	41.4261	22h	Good	54	22h	Good	18	22h	Good	8	6/11/2018 23:00	1541541903
Barcelo - Palau Reial	Good	2.1151	41.3875	22h	Good	24	22h	Good	36	22h	Good	12	6/11/2018 23:00	1541541903
Barcelo - Poblenou	Good	2.2045	41.4039				22h	Good	60	22h	Good	9	6/11/2018 23:00	1541541903
Barcelo - Observ Fabra	Good	2.1239	41.4183	22h	Good	63	22h	Good	10	22h	Good	6	6/11/2018 23:00	1541541903
Barcelo - Sants	--	2.1331	41.3788										7/11/2018 0:00	1541545504
Barcelo - Eixample	Good	2.1538	41.3853	23h	Good	18	23h	Good	46	23h	Good	11	7/11/2018 0:00	1541545504
Barcelo - Gr??cia	--	2.1534	41.3987										7/11/2018 0:00	1541545504
Barcelo - Ciutadella	Good	2.1874	41.3864	23h	Good	18	23h	Good	54				7/11/2018 0:00	1541545504
Barcelo - Vall Hebron	Good	2.148	41.4261	23h	Good	59	23h	Good	13	23h	Good	8	7/11/2018 0:00	1541545504
Barcelo - Palau Reial	Good	2.1151	41.3875	23h	Good	28	23h	Good	30	23h	Good	12	7/11/2018 0:00	1541545504
Barcelo - Poblenou	Good	2.2045	41.4039				23h	Good	48	23h	Good	9	7/11/2018 0:00	1541545504
Barcelo - Observ Fabra	Good	2.1239	41.4183	23h	Good	69	23h	Good	5	23h	Good	6	7/11/2018 0:00	1541545504
Barcelo - Sants	Good	2.1331	41.3788				0h	Good	52				7/11/2018 1:00	1541549103
Barcelo - Eixample	Good	2.1538	41.3853	0h	Good	23	0h	Good	41	1h	Good	11	7/11/2018 1:00	1541549103
Barcelo - Gr??cia	Good	2.1534	41.3987	0h	Good	37	0h	Good	30				7/11/2018 1:00	1541549103
Barcelo - Ciutadella	Good	2.1874	41.3864	0h	Good	23	0h	Good	48				7/11/2018 1:00	1541549103
Barcelo - Vall Hebron	Good	2.148	41.4261	0h	Good	56	0h	Good	16	0h	Good	8	7/11/2018 1:00	1541549103
Barcelo - Palau Reial	Good	2.1151	41.3875	0h	Good	42	0h	Good	16	0h	Good	12	7/11/2018 1:00	1541549103
Barcelo - Poblenou	Good	2.2045	41.4039				0h	Good	34	0h	Good	9	7/11/2018 1:00	1541549103
Barcelo - Observ Fabra	Good	2.1239	41.4183	0h	Good	62	0h	Good	10	0h	Good	6	7/11/2018 1:00	1541549103
Barcelo - Sants	--	2.1331	41.3788				23h	--					7/11/2018 2:00	1541552703
Barcelo - Eixample	Good	2.1538	41.3853	1h	Good	29	1h	Good	34	1h	Good	11	7/11/2018 2:00	1541552703
Barcelo - Gr??cia	Good	2.1534	41.3987	1h	Good	41	1h	Good	26				7/11/2018 2:00	1541552703
Barcelo - Ciutadella	Good	2.1874	41.3864	1h	Good	17	1h	Good	52				7/11/2018 2:00	1541552703
Barcelo - Vall Hebron	Good	2.148	41.4261	1h	Good	29	1h	Good	41	1h	Good	8	7/11/2018 2:00	1541552703
Barcelo - Palau Reial	Good	2.1151	41.3875	1h	Good	40	1h	Good	18	1h	Good	12	7/11/2018 2:00	1541552703
Barcelo - Poblenou	Good	2.2045	41.4039				1h	Good	30	1h	Good	9	7/11/2018 2:00	1541552703
Barcelo - Observ Fabra	Good	2.1239	41.4183	1h	Good	50	1h	Good	23	1h	Good	6	7/11/2018 2:00	1541552703
Barcelo - Sants	--	2.1331	41.3788				0h	--					7/11/2018 3:00	1541556303
Barcelo - Eixample	Good	2.1538	41.3853	2h	Good	23	2h	Good	41	2h	Good	11	7/11/2018 3:00	1541556303
Barcelo - Gr??cia	Good	2.1534	41.3987	1h	Good	41	1h	Good	26				7/11/2018 3:00	1541556303
Barcelo - Ciutadella	Good	2.1874	41.3864	2h	Good	5	2h	Good	68				7/11/2018 3:00	1541556303
Barcelo - Vall Hebron	Good	2.148	41.4261	2h	Good	33	2h	Good	37	2h	Good	8	7/11/2018 3:00	1541556303
Barcelo - Palau Reial	Good	2.1151	41.3875	2h	Good	47	2h	Good	10	2h	Good	11	7/11/2018 3:00	1541556303
Barcelo - Poblenou	Good	2.2045	41.4039				2h	Good	47	2h	Good	9	7/11/2018 3:00	1541556303
Barcelo - Observ Fabra	Good	2.1239	41.4183	2h	Good	66	2h	Good	9	2h	Good	5	7/11/2018 3:00	1541556303
Barcelo - Sants	Good	2.1331	41.3788				3h	Good	21				7/11/2018 4:00	1541559903
Barcelo - Eixample	Good	2.1538	41.3853	3h	Good	28	3h	Good	35	3h	Good	11	7/11/2018 4:00	1541559903
Barcelo - Gr??cia	Good	2.1534	41.3987	1h	Good	41	1h	Good	26				7/11/2018 4:00	1541559903
Barcelo - Ciutadella	Good	2.1874	41.3864	3h	Good	6	3h	Good	57				7/11/2018 4:00	1541559903
Barcelo - Vall Hebron	Good	2.148	41.4261	3h	Good	24	3h	Good	41	4h	Good	7	7/11/2018 4:00	1541559903
Barcelo - Palau Reial	Good	2.1151	41.3875	3h	Good	50	3h	Good	7	3h	Good	11	7/11/2018 4:00	1541559903
Barcelo - Poblenou	Good	2.2045	41.4039				3h	Good	42	3h	Good	9	7/11/2018 4:00	1541559903
Barcelo - Observ Fabra	Good	2.1239	41.4183	3h	Good	70	3h	Good	6	3h	Good	5	7/11/2018 4:00	1541559903
Barcelo - Sants	Good	2.1331	41.3788				4h	Good	17				7/11/2018 5:00	1541563503
Barcelo - Eixample	Good	2.1538	41.3853	4h	Good	6	4h	Good	61	4h	Good	11	7/11/2018 5:00	1541563503
Barcelo - Gr??cia	--	2.1534	41.3987	2h	--		2h	--					7/11/2018 5:00	1541563503
Barcelo - Ciutadella	Good	2.1874	41.3864	4h	Good	8	4h	Good	49				7/11/2018 5:00	1541563503
Barcelo - Vall Hebron	Good	2.148	41.4261	4h	Good	58	4h	Good	14	4h	Good	8	7/11/2018 5:00	1541563503
Barcelo - Palau Reial	Good	2.1151	41.3875	4h	Good	56	4h	Good	3	4h	Good	11	7/11/2018 5:00	1541563503
Barcelo - Poblenou	Good	2.2045	41.4039				4h	Good	53	4h	Good	8	7/11/2018 5:00	1541563503
Barcelo - Observ Fabra	Good	2.1239	41.4183	4h	Good	70	4h	Good	7	4h	Good	5	7/11/2018 5:00	1541563503
Barcelo - Sants	Good	2.1331	41.3788				5h	Good	15				7/11/2018 6:00	1541567103
Barcelo - Eixample	Good	2.1538	41.3853	5h	Good	2	5h	Good	67	5h	Good	11	7/11/2018 6:00	1541567103
Barcelo - Gr??cia	--	2.1534	41.3987	3h	--		3h	--					7/11/2018 6:00	1541567103
Barcelo - Ciutadella	Good	2.1874	41.3864	5h	Good	6	5h	Good	45				7/11/2018 6:00	1541567103
Barcelo - Vall Hebron	Good	2.148	41.4261	5h	Good	35	5h	Good	42	5h	Good	8	7/11/2018 6:00	1541567103
Barcelo - Palau Reial	Good	2.1151	41.3875	5h	Good	58	5h	Good	3	5h	Good	11	7/11/2018 6:00	1541567103
Barcelo - Poblenou	Good	2.2045	41.4039				5h	Good	44	5h	Good	9	7/11/2018 6:00	1541567103
Barcelo - Observ Fabra	Good	2.1239	41.4183	5h	Good	69	5h	Good	10	5h	Good	5	7/11/2018 6:00	1541567103
Barcelo - Sants	Good	2.1331	41.3788				6h	Good	26				7/11/2018 7:00	1541570703
Barcelo - Eixample	Good	2.1538	41.3853	6h	Good	4	6h	Good	64	6h	Good	11	7/11/2018 7:00	1541570703
Barcelo - Gr??cia	--	2.1534	41.3987	4h	--		4h	--					7/11/2018 7:00	1541570703
Barcelo - Ciutadella	Good	2.1874	41.3864	6h	Good	3	6h	Good	50				7/11/2018 7:00	1541570703
Barcelo - Vall Hebron	Good	2.148	41.4261	6h	Good	35	6h	Good	33	6h	Good	8	7/11/2018 7:00	1541570703
Barcelo - Palau Reial	Good	2.1151	41.3875	6h	Good	46	6h	Good	16	6h	Good	11	7/11/2018 7:00	1541570703
Barcelo - Poblenou	Good	2.2045	41.4039				6h	Good	51	6h	Good	9	7/11/2018 7:00	1541570703
Barcelo - Observ Fabra	Good	2.1239	41.4183	6h	Good	60	6h	Good	17	6h	Good	5	7/11/2018 7:00	1541570703
Barcelo - Sants	Good	2.1331	41.3788				7h	Good	41				7/11/2018 8:00	1541574303
Barcelo - Eixample	Good	2.1538	41.3853	7h	Good	2	7h	Good	77	7h	Good	12	7/11/2018 8:00	1541574303
Barcelo - Gr??cia	Good	2.1534	41.3987	7h	Good	32	7h	Good	38				7/11/2018 8:00	1541574303
Barcelo - Ciutadella	Good	2.1874	41.3864	7h	Good	1	7h	Good	58				7/11/2018 8:00	1541574303
Barcelo - Vall Hebron	Good	2.148	41.4261	7h	Good	5	7h	Good	80	7h	Good	8	7/11/2018 8:00	1541574303
Barcelo - Palau Reial	Good	2.1151	41.3875	7h	Good	37	7h	Good	22	7h	Good	11	7/11/2018 8:00	1541574303
Barcelo - Poblenou	Good	2.2045	41.4039				7h	Good	62	7h	Good	10	7/11/2018 8:00	1541574303
Barcelo - Observ Fabra	Good	2.1239	41.4183	7h	Good	60	7h	Good	18	7h	Good	5	7/11/2018 8:00	1541574303
Barcelo - Sants	Good	2.1331	41.3788				8h	Good	65				7/11/2018 9:00	1541577903
Barcelo - Eixample	Moderate	2.1538	41.3853	8h	Good	2	8h	Moderate	103	8h	Good	13	7/11/2018 9:00	1541577903
Barcelo - Gr??cia	Good	2.1534	41.3987	8h	Good	8	8h	Good	71				7/11/2018 9:00	1541577903
Barcelo - Ciutadella	Good	2.1874	41.3864	8h	Good	2	8h	Good	65				7/11/2018 9:00	1541577903
Barcelo - Vall Hebron	Good	2.148	41.4261	8h	Good	13	8h	Good	68	8h	Good	8	7/11/2018 9:00	1541577903
Barcelo - Palau Reial	Good	2.1151	41.3875	8h	Good	26	8h	Good	40	8h	Good	7	7/11/2018 9:00	1541577903
Barcelo - Poblenou	Good	2.2045	41.4039				8h	Good	72	8h	Good	10	7/11/2018 9:00	1541577903
Barcelo - Observ Fabra	Good	2.1239	41.4183	8h	Good	68	8h	Good	10	8h	Good	5	7/11/2018 9:00	1541577903
Barcelo - Sants	Good	2.1331	41.3788				9h	Good	71				7/11/2018 10:00	1541581503
Barcelo - Eixample	Moderate	2.1538	41.3853	9h	Good	2	9h	Moderate	112	9h	Good	14	7/11/2018 10:00	1541581503
Barcelo - Gr??cia	Good	2.1534	41.3987	9h	Good	11	9h	Good	69				7/11/2018 10:00	1541581503
Barcelo - Ciutadella	Good	2.1874	41.3864	9h	Good	2	9h	Good	72				7/11/2018 10:00	1541581503
Barcelo - Vall Hebron	Good	2.148	41.4261	9h	Good	18	9h	Good	63	9h	Good	9	7/11/2018 10:00	1541581503
Barcelo - Palau Reial	Good	2.1151	41.3875	9h	Good	28	9h	Good	44	9h	Good	7	7/11/2018 10:00	1541581503
Barcelo - Poblenou	Good	2.2045	41.4039				9h	Good	85	10h	Good	12	7/11/2018 10:00	1541581503
Barcelo - Observ Fabra	Good	2.1239	41.4183	9h	Good	71	9h	Good	5	9h	Good	5	7/11/2018 10:00	1541581503
Barcelo - Sants	Good	2.1331	41.3788				10h	Good	40				7/11/2018 11:00	1541585103
Barcelo - Eixample	Moderate	2.1538	41.3853	10h	Good	4	10h	Moderate	93	10h	Good	15	7/11/2018 11:00	1541585103
Barcelo - Gr??cia	Good	2.1534	41.3987	10h	Good	24	10h	Good	46				7/11/2018 11:00	1541585103
Barcelo - Ciutadella	Good	2.1874	41.3864	10h	Good	3	10h	Good	81				7/11/2018 11:00	1541585103
Barcelo - Vall Hebron	Good	2.148	41.4261	10h	Good	38	10h	Good	34	10h	Good	8	7/11/2018 11:00	1541585103
Barcelo - Palau Reial	Good	2.1151	41.3875	10h	Good	40	10h	Good	23	10h	Good	7	7/11/2018 11:00	1541585103
Barcelo - Poblenou	Good	2.2045	41.4039				10h	Good	77	10h	Good	14	7/11/2018 11:00	1541585103
Barcelo - Observ Fabra	Good	2.1239	41.4183	10h	Good	69	10h	Good	5	10h	Good	5	7/11/2018 11:00	1541585103
Barcelo - Sants	Good	2.1331	41.3788				11h	Good	21				7/11/2018 12:00	1541588703
Barcelo - Eixample	Good	2.1538	41.3853	11h	Good	26	11h	Good	42	11h	Good	16	7/11/2018 12:00	1541588703
Barcelo - Gr??cia	Good	2.1534	41.3987	10h	Good	24	10h	Good	46				7/11/2018 12:00	1541588703
Barcelo - Ciutadella	Good	2.1874	41.3864	11h	Good	29	11h	Good	50				7/11/2018 12:00	1541588703
Barcelo - Vall Hebron	Good	2.148	41.4261	11h	Good	55	11h	Good	18	11h	Good	8	7/11/2018 12:00	1541588703
Barcelo - Palau Reial	Good	2.1151	41.3875	11h	Good	47	11h	Good	14	11h	Good	7	7/11/2018 12:00	1541588703
Barcelo - Poblenou	Good	2.2045	41.4039				11h	Good	52	11h	Good	14	7/11/2018 12:00	1541588703
Barcelo - Observ Fabra	Good	2.1239	41.4183	11h	Good	69	11h	Good	5	11h	Good	5	7/11/2018 12:00	1541588703
Barcelo - Sants	Good	2.1331	41.3788				12h	Good	13				7/11/2018 13:00	1541592303
Barcelo - Eixample	Good	2.1538	41.3853	11h	Good	26	11h	Good	42	12h	Good	16	7/11/2018 13:00	1541592303
Barcelo - Gr??cia	Good	2.1534	41.3987	10h	Good	24	10h	Good	46				7/11/2018 13:00	1541592303
Barcelo - Ciutadella	Good	2.1874	41.3864	12h	Good	48	12h	Good	27				7/11/2018 13:00	1541592303
Barcelo - Vall Hebron	Good	2.148	41.4261	12h	Good	56	12h	Good	18	12h	Good	7	7/11/2018 13:00	1541592303
Barcelo - Palau Reial	Good	2.1151	41.3875	12h	Good	54	12h	Good	6	12h	Good	7	7/11/2018 13:00	1541592303
Barcelo - Poblenou	Good	2.2045	41.4039				12h	Good	37	12h	Good	14	7/11/2018 13:00	1541592303
Barcelo - Observ Fabra	Good	2.1239	41.4183	12h	Good	67	12h	Good	8	12h	Good	5	7/11/2018 13:00	1541592303
Barcelo - Sants	Good	2.1331	41.3788				13h	Good	18				7/11/2018 14:00	1541595904
Barcelo - Eixample	Good	2.1538	41.3853	13h	Good	34	13h	Good	38	14h	Good	16	7/11/2018 14:00	1541595904
Barcelo - Gr??cia	--	2.1534	41.3987	12h	--		12h	--					7/11/2018 14:00	1541595904
Barcelo - Ciutadella	Good	2.1874	41.3864	13h	Good	44	13h	Good	34				7/11/2018 14:00	1541595904
Barcelo - Vall Hebron	Good	2.148	41.4261	13h	Good	58	13h	Good	17	14h	Good	7	7/11/2018 14:00	1541595904
Barcelo - Palau Reial	Good	2.1151	41.3875	13h	Good	47	13h	Good	16	14h	Good	7	7/11/2018 14:00	1541595904
Barcelo - Poblenou	Good	2.2045	41.4039				13h	Good	30	14h	Good	15	7/11/2018 14:00	1541595904
Barcelo - Observ Fabra	Good	2.1239	41.4183	13h	Good	68	13h	Good	10	14h	Good	5	7/11/2018 14:00	1541595904
Barcelo - Sants	Good	2.1331	41.3788				13h	Good	18				7/11/2018 15:00	1541599503
Barcelo - Eixample	Good	2.1538	41.3853	13h	Good	34	13h	Good	38	15h	Good	17	7/11/2018 15:00	1541599503
Barcelo - Gr??cia	--	2.1534	41.3987	13h	--		13h	--					7/11/2018 15:00	1541599503
Barcelo - Ciutadella	Good	2.1874	41.3864	14h	Good	30	14h	Good	53				7/11/2018 15:00	1541599503
Barcelo - Vall Hebron	Good	2.148	41.4261	14h	Good	54	14h	Good	23	15h	Good	8	7/11/2018 15:00	1541599503
Barcelo - Palau Reial	Good	2.1151	41.3875	14h	Good	47	14h	Good	22	15h	Good	8	7/11/2018 15:00	1541599503
Barcelo - Poblenou	Good	2.2045	41.4039				14h	Good	35	15h	Good	15	7/11/2018 15:00	1541599503
Barcelo - Observ Fabra	Good	2.1239	41.4183	14h	Good	59	14h	Good	24	15h	Good	6	7/11/2018 15:00	1541599503
Barcelo - Sants	--	2.1331	41.3788				14h	--					7/11/2018 16:00	1541603102
Barcelo - Eixample	Good	2.1538	41.3853	14h	--		14h	--		16h	Good	17	7/11/2018 16:00	1541603102
Barcelo - Gr??cia	Good	2.1534	41.3987	15h	Good	48	15h	Good	38				7/11/2018 16:00	1541603102
Barcelo - Ciutadella	Good	2.1874	41.3864	15h	Good	30	15h	Good	55				7/11/2018 16:00	1541603102
Barcelo - Vall Hebron	Good	2.148	41.4261	15h	Good	66	15h	Good	20	15h	Good	8	7/11/2018 16:00	1541603102
Barcelo - Palau Reial	Good	2.1151	41.3875	15h	Good	56	15h	Good	16	15h	Good	8	7/11/2018 16:00	1541603102
Barcelo - Poblenou	Good	2.2045	41.4039				15h	Good	44	15h	Good	16	7/11/2018 16:00	1541603102
Barcelo - Observ Fabra	Good	2.1239	41.4183	15h	Good	71	15h	Good	16	16h	Good	6	7/11/2018 16:00	1541603102
Barcelo - Sants	Good	2.1331	41.3788				16h	Good	16				7/11/2018 17:00	1541606703
Barcelo - Eixample	Good	2.1538	41.3853	16h	Good	42	16h	Good	50	17h	Good	18	7/11/2018 17:00	1541606703
Barcelo - Gr??cia	Good	2.1534	41.3987	16h	Good	51	16h	Good	34				7/11/2018 17:00	1541606703
Barcelo - Ciutadella	Good	2.1874	41.3864	16h	Good	47	16h	Good	39				7/11/2018 17:00	1541606703
Barcelo - Vall Hebron	Good	2.148	41.4261	16h	Good	62	16h	Good	24	17h	Good	8	7/11/2018 17:00	1541606703
Barcelo - Palau Reial	Good	2.1151	41.3875	16h	Good	54	16h	Good	21	17h	Good	8	7/11/2018 17:00	1541606703
Barcelo - Poblenou	Good	2.2045	41.4039				16h	Good	41	17h	Good	16	7/11/2018 17:00	1541606703
Barcelo - Observ Fabra	Good	2.1239	41.4183	16h	Good	66	16h	Good	19	17h	Good	7	7/11/2018 17:00	1541606703
Barcelo - Sants	Good	2.1331	41.3788				17h	Good	22				7/11/2018 18:00	1541610303
Barcelo - Eixample	Good	2.1538	41.3853	17h	Good	35	17h	Good	60	18h	Good	18	7/11/2018 18:00	1541610303
Barcelo - Gr??cia	Good	2.1534	41.3987	17h	Good	42	17h	Good	46				7/11/2018 18:00	1541610303
Barcelo - Ciutadella	Good	2.1874	41.3864	17h	Good	44	17h	Good	43				7/11/2018 18:00	1541610303
Barcelo - Vall Hebron	Good	2.148	41.4261	17h	Good	52	17h	Good	34	18h	Good	9	7/11/2018 18:00	1541610303
Barcelo - Palau Reial	Good	2.1151	41.3875	17h	Good	49	17h	Good	28	18h	Good	9	7/11/2018 18:00	1541610303
Barcelo - Poblenou	Good	2.2045	41.4039				17h	Good	46	18h	Good	17	7/11/2018 18:00	1541610303
Barcelo - Observ Fabra	Good	2.1239	41.4183	17h	Good	67	17h	Good	17	18h	Good	7	7/11/2018 18:00	1541610303
Barcelo - Sants	Good	2.1331	41.3788				18h	Good	60				7/11/2018 19:00	1541613903
Barcelo - Eixample	Good	2.1538	41.3853	18h	Good	17	18h	Good	73	19h	Good	19	7/11/2018 19:00	1541613903
Barcelo - Gr??cia	Good	2.1534	41.3987	18h	Good	16	18h	Good	72				7/11/2018 19:00	1541613903
Barcelo - Ciutadella	Good	2.1874	41.3864	17h	Good	44	17h	Good	43				7/11/2018 19:00	1541613903
Barcelo - Vall Hebron	Good	2.148	41.4261	18h	Good	41	18h	Good	38	19h	Good	9	7/11/2018 19:00	1541613903
Barcelo - Palau Reial	Good	2.1151	41.3875	18h	Good	17	18h	Good	61	18h	Good	9	7/11/2018 19:00	1541613903
Barcelo - Poblenou	Good	2.2045	41.4039				18h	Good	61	18h	Good	17	7/11/2018 19:00	1541613903
Barcelo - Observ Fabra	Good	2.1239	41.4183	18h	Good	63	18h	Good	16	18h	Good	7	7/11/2018 19:00	1541613903
Barcelo - Sants	Good	2.1331	41.3788				19h	Good	78				7/11/2018 20:00	1541617503
Barcelo - Eixample	Good	2.1538	41.3853	19h	Good	4	19h	Good	80	20h	Good	20	7/11/2018 20:00	1541617503
Barcelo - Gr??cia	Good	2.1534	41.3987	19h	Good	19	19h	Good	57				7/11/2018 20:00	1541617503
Barcelo - Ciutadella	Good	2.1874	41.3864	19h	Good	7	19h	Good	83				7/11/2018 20:00	1541617503
Barcelo - Vall Hebron	Good	2.148	41.4261	19h	Good	35	19h	Good	41	20h	Good	9	7/11/2018 20:00	1541617503
Barcelo - Palau Reial	Good	2.1151	41.3875	19h	Good	39	19h	Good	28	20h	Good	9	7/11/2018 20:00	1541617503
Barcelo - Poblenou	Good	2.2045	41.4039				18h	Good	63	20h	Good	18	7/11/2018 20:00	1541617503
Barcelo - Observ Fabra	Good	2.1239	41.4183	19h	Good	61	19h	Good	16	20h	Good	7	7/11/2018 20:00	1541617503
Barcelo - Sants	Good	2.1331	41.3788				20h	Good	65				7/11/2018 21:00	1541621103
Barcelo - Eixample	Good	2.1538	41.3853	20h	Good	3	20h	Good	78	21h	Good	20	7/11/2018 21:00	1541621103
Barcelo - Gr??cia	Good	2.1534	41.3987	20h	Good	7	20h	Good	78				7/11/2018 21:00	1541621103
Barcelo - Ciutadella	Good	2.1874	41.3864	20h	Good	7	20h	Good	83				7/11/2018 21:00	1541621103
Barcelo - Vall Hebron	Good	2.148	41.4261	20h	Good	33	20h	Good	43	21h	Good	9	7/11/2018 21:00	1541621103
Barcelo - Palau Reial	Good	2.1151	41.3875	20h	Good	2	20h	Good	78	21h	Good	10	7/11/2018 21:00	1541621103
Barcelo - Poblenou	Good	2.2045	41.4039				20h	Good	75	21h	Good	18	7/11/2018 21:00	1541621103
Barcelo - Observ Fabra	Good	2.1239	41.4183	20h	Good	56	20h	Good	19	21h	Good	8	7/11/2018 21:00	1541621103
Barcelo - Sants	Good	2.1331	41.3788				21h	Good	75				7/11/2018 22:00	1541624702
Barcelo - Eixample	Good	2.1538	41.3853	21h	Good	2	21h	Good	83	22h	Good	21	7/11/2018 22:00	1541624702
Barcelo - Gr??cia	Good	2.1534	41.3987	21h	Good	15	21h	Good	63				7/11/2018 22:00	1541624702
Barcelo - Ciutadella	Good	2.1874	41.3864	21h	Good	13	21h	Good	71				7/11/2018 22:00	1541624702
Barcelo - Vall Hebron	Good	2.148	41.4261	21h	Good	42	21h	Good	32	22h	Good	9	7/11/2018 22:00	1541624702
Barcelo - Palau Reial	Good	2.1151	41.3875	21h	Good	27	21h	Good	38	22h	Good	10	7/11/2018 22:00	1541624702
Barcelo - Poblenou	Good	2.2045	41.4039				21h	Good	79	21h	Good	18	7/11/2018 22:00	1541624702
Barcelo - Observ Fabra	Good	2.1239	41.4183	21h	Good	61	21h	Good	15	21h	Good	8	7/11/2018 22:00	1541624702
Barcelo - Sants	--	2.1331	41.3788										7/11/2018 23:00	1541628303
Barcelo - Eixample	Good	2.1538	41.3853							23h	Good	21	7/11/2018 23:00	1541628303
Barcelo - Gr??cia	--	2.1534	41.3987										7/11/2018 23:00	1541628303
Barcelo - Ciutadella	--	2.1874	41.3864										7/11/2018 23:00	1541628303
Barcelo - Vall Hebron	Good	2.148	41.4261							23h	Good	9	7/11/2018 23:00	1541628303
Barcelo - Palau Reial	Good	2.1151	41.3875							23h	Good	11	7/11/2018 23:00	1541628303
Barcelo - Poblenou	Good	2.2045	41.4039							23h	Good	19	7/11/2018 23:00	1541628303
Barcelo - Observ Fabra	Good	2.1239	41.4183							23h	Good	8	7/11/2018 23:00	1541628303
Barcelo - Sants	Good	2.1331	41.3788				23h	Good	50				8/11/2018 0:00	1541631905
Barcelo - Eixample	Good	2.1538	41.3853	23h	Good	5	23h	Good	72	23h	Good	22	8/11/2018 0:00	1541631905
Barcelo - Gr??cia	Good	2.1534	41.3987	23h	Good	24	23h	Good	43				8/11/2018 0:00	1541631905
Barcelo - Ciutadella	Good	2.1874	41.3864	23h	Good	3	23h	Good	68				8/11/2018 0:00	1541631905
Barcelo - Vall Hebron	Good	2.148	41.4261	0h	Good	47	0h	Good	23	0h	Good	9	8/11/2018 0:00	1541631905
Barcelo - Palau Reial	Good	2.1151	41.3875	0h	Good	48	0h	Good	13	0h	Good	11	8/11/2018 0:00	1541631905
Barcelo - Poblenou	Good	2.2045	41.4039				0h	Good	69	0h	Good	20	8/11/2018 0:00	1541631905
Barcelo - Observ Fabra	Good	2.1239	41.4183	0h	Good	62	0h	Good	13	0h	Good	8	8/11/2018 0:00	1541631905
Barcelo - Sants	Good	2.1331	41.3788				0h	Good	46				8/11/2018 1:00	1541635503
Barcelo - Eixample	Good	2.1538	41.3853	0h	Good	4	0h	Good	67	1h	Good	23	8/11/2018 1:00	1541635503
Barcelo - Gr??cia	Good	2.1534	41.3987	0h	Good	7	0h	Good	58				8/11/2018 1:00	1541635503
Barcelo - Ciutadella	Good	2.1874	41.3864	0h	Good	12	0h	Good	53				8/11/2018 1:00	1541635503
Barcelo - Vall Hebron	Good	2.148	41.4261	0h	Good	21	0h	Good	41	1h	Good	9	8/11/2018 1:00	1541635503
Barcelo - Palau Reial	Good	2.1151	41.3875	0h	Good	34	0h	Good	20	1h	Good	11	8/11/2018 1:00	1541635503
Barcelo - Poblenou	Good	2.2045	41.4039				0h	Good	57	1h	Good	20	8/11/2018 1:00	1541635503
Barcelo - Observ Fabra	Good	2.1239	41.4183	0h	Good	69	0h	Good	5	0h	Good	9	8/11/2018 1:00	1541635503
Barcelo - Sants	Good	2.1331	41.3788				1h	Good	44				8/11/2018 2:00	1541639103
Barcelo - Eixample	Good	2.1538	41.3853	1h	Good	6	1h	Good	60	2h	Good	23	8/11/2018 2:00	1541639103
Barcelo - Gr??cia	Good	2.1534	41.3987	1h	Good	15	1h	Good	45				8/11/2018 2:00	1541639103
